instance_id,dialogue_id,turn_id,system_context,user_utterance,label,annotator_id,annotation_pass,notes
mw22_SNG0997.json_6,SNG0997.json,6,"Sure, I can book the Bridge Guest House. How many people will be staying with you and when will you be arriving and leaving?",I need to book for 6 people starting Saturday and staying 3 nights.,,,initial,
mw22_MUL0735.json_8,MUL0735.json,8,Ok. I will book the TR6009 for you. How many tickets should I book?,Just one please.,,,initial,
mw22_SSNG0301.json_8,SSNG0301.json,8,I booked for you a room at arbury lodge guesthouse. It has parking slots and free wifi. Do you need anything else?,I need a reference number for that booking!,,,initial,
mw22_MUL0912.json_10,MUL0912.json,10,"Yes, the Taj Tandoori is a great Indian place in the south area of the city. It's expensive, but definitely worth it. Would you like a reservation there?",Sure. Book it for 14:30 on saturday for 3 people.,,,initial,
mw22_SSNG0283.json_4,SSNG0283.json,4,The City Centre North B and B has internet and parking. Can I book a room for you?,Yes can you please look to see if booking is available for 8 people and 4 nights starting from sunday?,,,initial,
mw22_PMUL4586.json_8,PMUL4586.json,8,"The price per ticket is 60.08 pounds, how many travelers will be requiring tickets?",No tickets yet. But I do need info on a swimming pool in the north. I you could recommend one?,,,initial,
mw22_MUL1526.json_10,MUL1526.json,10,"I can help you with that. Just to confirm, are you departing from Cambridge or another city?","Yes, departing from Cambridge on Monday. I'd like to get to Bishops Stortford by 18:00, if possible.",,,initial,
mw22_PMUL3830.json_4,PMUL3830.json,4,"TR8604 leaves at 15:36, would this one work for you?","Yes, that would be find. I'll need to book tickets for 7 people. Can I have the reference number please?",,,initial,
mw22_MUL2321.json_8,MUL2321.json,8,"There's Camboats on the plough, green end, fen ditton. Can I help you with anything else?",Can i get the phone number and postcodes for those? Thank you.,,,initial,
mw22_MUL2344.json_12,MUL2344.json,12,Is there anything else I can be of help with today?,No that is all. Goodbye,,,initial,
mw22_PMUL1040.json_2,PMUL1040.json,2,The Place is a nightclub in the South. Would you like their phone number or address?,"Yes. I want the address, postcode and phone number.",,,initial,
mw22_PMUL0801.json_4,PMUL0801.json,4,I have several. Is there an area of town you prefer?,"No it doesn't matter, what do you recommend?",,,initial,
mw22_PMUL0893.json_10,PMUL0893.json,10,"Booking was successful, the total fee is 600.79 GBP payable at the station . Reference number is : HL9K5T9V . Anything else I can help with?",Thanks so much! Can you also help me find a restaurant in the centre that's mid-priced?,,,initial,
mw22_SNG1215.json_2,SNG1215.json,2,There are a lot of things to do in the south. Do you know what kind of attraction you were looking for?,I have no preference. What do you recommend?,,,initial,
mw22_PMUL0216.json_6,PMUL0216.json,6,Yes certainly. For how many nights will you be staying and how many people will be staying and when do you wish to arrive?,I need it for 3 people and 3 nights starting Sunday.,,,initial,
mw22_MUL0161.json_6,MUL0161.json,6,That booking is unsuccessful. Does another time/day work?,Yes. How about 15:45 on Friday instead?,,,initial,
mw22_SSNG0032.json_2,SSNG0032.json,2,Sure. There is a Chinese Restaurant and a Portuguese Restaurant. Would you like me to book one for you?,Does this restaurant serve fusion food?,,,initial,
mw22_SNG0302.json_4,SNG0302.json,4,I have a train that departs Cambridge on Tuesday at 12:34 and will get you to Peterborough at 13:24 exactly. Would you like me to book that seat for you?,"Yes, please! I need 6 seats.",,,initial,
mw22_PMUL0422.json_18,PMUL0422.json,18,I have booked a red volkswagen for you. The contact number is 07404379938.,Thanks you have been great!,,,initial,
mw22_PMUL3668.json_12,PMUL3668.json,12,I would recommend Christ's College. It's free to visit.,Could I have their postcode please?,,,initial,
mw22_PMUL0017.json_4,PMUL0017.json,4,"Okay, and what star should the hotel have?",I do not care about the star. I do need it to be open for 5 nights from Saturday. Eight people.,,,initial,
mw22_PMUL3358.json_16,PMUL3358.json,16,Your booking was successful. Your reference number is 1RIY72MY .,"great, that's all i need thanks",,,initial,
mw22_MUL0455.json_8,MUL0455.json,8,"Sure, there is cambridge arts theatre, it is located at 6 saint edward's passage. There are 3 others if you would like information on them as well.",Sure. Can you give me the names and addresses of the other 3 as well?,,,initial,
mw22_MUL2079.json_2,MUL2079.json,2,I have about 10 different options. Do you prefer a hotel or guesthouse?,It doesn't matter. I need free parking and prefer a place with 4 stars.,,,initial,
mw22_PMUL0406.json_10,PMUL0406.json,10,"Your table at Ali Baba is booked, reference #NYH3ZPQN . Is there anything else I can help you with today?","I 'd like to find a hotel in the same area, one with three stars.",,,initial,
mw22_MUL0641.json_8,MUL0641.json,8,Almost all of them have free parking.,"Ok, is there one that you would recommend?",,,initial,
mw22_PMUL4062.json_16,PMUL4062.json,16,"I was able to book it, reference number is 4IOG1MD6 .","Great. I was also interested in getting a taxi, can you help me with that?",,,initial,
mw22_SSNG0020.json_8,SSNG0020.json,8,"It is actually not open then, another day or place to dine?",How about a different restaurant in the area and price range?,,,initial,
mw22_MUL2166.json_10,MUL2166.json,10,Shall I go ahead and book you for train TR0615?,"Yes, for 4 people please.",,,initial,
mw22_MUL0454.json_12,MUL0454.json,12,"Unfortunately, I'm not seeing any.",Okay what about any type of theatre? Which is your favorite?,,,initial,
mw22_SNG1007.json_4,SNG1007.json,4,I have 7 guesthouse and 1 hotel matching your inquiry. Would you like a certain area or price range?,I need free parking.,,,initial,
mw22_PMUL3228.json_10,PMUL3228.json,10,That train still meets your criteria. Train TR2530 departs Cambridge for Bishops Stortford on Monday at 17:29. Would you like me to book this?,"Yes, I need 8 tickets. And could you provide the reference number?",,,initial,
mw22_MUL0236.json_14,MUL0236.json,14,"I am having a problem booking your reservation. There phone number is 01223362456. If you call back in awhile, we can try booking the reservation again.",Could you find another cheap Vietnamese restaurant on the west side of town?,,,initial,
mw22_PMUL3245.json_6,PMUL3245.json,6,what is your destination.,I'm leaving from Cambridge going to stevenage.,,,initial,
mw22_PMUL1139.json_2,PMUL1139.json,2,There's several different types of attractions in the east side. Do you have a preference?,I don't. Could you recommend something interesting?,,,initial,
mw22_PMUL3176.json_18,PMUL3176.json,18,Would you like me to reserve that for you?,"No thanks, I'm all set with everything. Thank you for your help.",,,initial,
mw22_MUL1077.json_6,MUL1077.json,6,"I'm sorry, an entrance fee is not provided. Would you like to book a stay at Bridge Guest House?","Yes, I would like to book a stay for 1 person, starting Monday and for 5 nights.",,,initial,
mw22_PMUL3664.json_2,PMUL3664.json,2,Ok.. where will you be departing from?,The train should depart from Ely and arrive at Cambridge.,,,initial,
mw22_MUL2600.json_10,MUL2600.json,10,In the North and Moderately priced we have hamilton lodge and alpha-milton guest house.,"Hamilton lodge and book for 2 people for 3 nights starting monday, please.",,,initial,
mw22_MUL1558.json_6,MUL1558.json,6,The post code for gourmet burger kitchen is cb21ab. Can I help you with anything else today?,"Yes I am looking for a train leaving Cambridge, arriving by 12:30 on Wednesday to Bishops Stortford.",,,initial,
mw22_MUL0702.json_8,MUL0702.json,8,Your travel time is 60 minutes. Is there anything else that I can do for you?,I'm also looking for a particular hotel - hobsons house. Can you help me with this?,,,initial,
mw22_PMUL1833.json_16,PMUL1833.json,16,I have train TR0256 leaving at 5:16 and arriving at 6:35.,That will be great. Can you book me 8 tickets please?,,,initial,
mw22_MUL2686.json_10,MUL2686.json,10,That is a guesthouse found in the North. It is in the moderate price range and is rated four stars. Do you need their contact details?,I need a booking there for five people staying three nights from Monday.,,,initial,
mw22_SSNG0022.json_8,SSNG0022.json,8,"There are no other Spanish places in that area, another area or type perhaps?","Any in the same area, and price range please.",,,initial,
mw22_PMUL2163.json_12,PMUL2163.json,12,Okay. Can you tell me the departure or arrival time?,"I'd like to leave the man on the moon by 04:45, can you set that up for me?",,,initial,
mw22_PMUL0740.json_18,PMUL0740.json,18,"Booking was successful, the total fee is 47.2 GBP payable at the station . Reference number is : 70AAB5NT .",That would be all for today,,,initial,
mw22_SNG01939.json_2,SNG01939.json,2,Ok where is your departure site?,I'm leaving the la margherita.,,,initial,
mw22_MUL1351.json_8,MUL1351.json,8,I am sorry but the restaurant will be unable to reserve a table for that time. Would you like to try another day or time?,How about at 16:45?,,,initial,
mw22_PMUL4606.json_2,PMUL4606.json,2,I'd be happy to help. Where are you departing from?,I will be departing from stansted airport going to cambridge on friday and it needs to arrive by 16:00,,,initial,
mw22_PMUL2668.json_4,PMUL2668.json,4,It is in centre of town and has 4 stars and is priced expensive.,I'd like to book a few rooms for Thursday. Are there rooms available?,,,initial,
mw22_SSNG0037.json_6,SSNG0037.json,6,Restaurant One Seven serves British cuisine. Would you like me to book this for you?,Sure. Can you book it for 2 people on Saturday at 11:30?,,,initial,
mw22_PMUL2890.json_18,PMUL2890.json,18,The phone number is 01223420060.,I also need a taxi between the two places.,,,initial,
mw22_SSNG0195.json_8,SSNG0195.json,8,Yes sure I got you into Da Vinci Pizzeria and your reference number is IQA12P3U .,Thank you so much that is all I need.,,,initial,
mw22_PMUL2460.json_6,PMUL2460.json,6,I have cotto that serves moderate priced food. Would you like to book a table?,Yes please make a booking for 8 people at 12:30 on friday.,,,initial,
mw22_PMUL0099.json_6,PMUL0099.json,6,Booking was successful. The table will be reserved for 15 minutes. Reference number is : 48WF5G7X . Can I help with anything else?,I am looking for a hotel in the same area that has free parking.,,,initial,
mw22_MUL1898.json_6,MUL1898.json,6,The address I have listed says Magdalene Street. Is there anything else I can help you with today?,I need a train to cambridge and it should depart from birmingham new street.,,,initial,
mw22_PMUL0297.json_8,PMUL0297.json,8,What area are you wanting to stay in?,I need it in the same area as the restaurant and it should be a 3 star place.,,,initial,
mw22_PMUL2821.json_12,PMUL2821.json,12,How about the Cambridge artworks museum? It has free admission.,That sounds interesting. Could you give me the address?,,,initial,
mw22_PMUL1044.json_16,PMUL1044.json,16,"I have one boat attraction on the east, it is called camboats. The price is not listed, would you like the phone number?","Yes, the phone number would be great.",,,initial,
mw22_PMUL0043.json_26,PMUL0043.json,26,The university arms hotel sounds like exactly what you're looking for. Would you like me to book it for you?,No I just need their phone number and address.,,,initial,
mw22_PMUL2624.json_2,PMUL2624.json,2,"There are 33 hotels to pick from, what type of hotel do you prefer and what area would you like to stay in?",The hotel should be rated 2 stars and should include frees parking.,,,initial,
mw22_MUL0061.json_6,MUL0061.json,6,Yes I found five restaurants in the west four in the expensive range and one in the moderate price range.,"Can you give me the address, price range, and phone number of the best one?",,,initial,
mw22_PMUL1359.json_10,PMUL1359.json,10,What about a museum? The regency gallery is amazing and it's free!,Sounds good. Can I get the phone number and postcode?,,,initial,
mw22_MUL1559.json_10,MUL1559.json,10,I have a train for you that leaves at 17:09. Would you like me to book it?,What time does it arrive and the price?,,,initial,
mw22_PMUL3953.json_14,PMUL3953.json,14,You are all set the reference number is N1YFWYG1 can I help with anythng else?,that is it for now. thanks for helping,,,initial,
mw22_MUL0321.json_16,MUL0321.json,16,Great. I'm glad I could help. Please call again.,No Thanks for all your help.,,,initial,
mw22_SNG01841.json_2,SNG01841.json,2,Your looking at the trainID of TR5767 or TR2000 depending on your time,The train should go to stansted airport and should arrive by 21:30.,,,initial,
mw22_MUL0752.json_16,MUL0752.json,16,It is 37.80 pounds.,Wonderful. That's all I needed. Thank you!,,,initial,
mw22_PMUL1380.json_6,PMUL1380.json,6,We have dozens of trains. Where would you like to depart from and go to?,I will be departing Cambridge after 21:30 on Sunday. I am going to Peterborough.,,,initial,
mw22_PMUL0809.json_12,PMUL0809.json,12,"Actually, tandoori palace is in the expensive price range. The only moderately priced indian restaurant in the west is meghna.","I'd like a booking for Meghna for 5 people at 10:45 on the same day, please. And include the reference number.",,,initial,
mw22_PMUL2050.json_6,PMUL2050.json,6,The address is regent street and there is no entry fee.,"Thank you. Do you have the postcode, please?",,,initial,
mw22_PMUL0759.json_12,PMUL0759.json,12,the TR2650 will get you to your destination by 14:58. do you want a ticket?,Ok I will book it for you,,,initial,
mw22_PMUL4476.json_2,PMUL4476.json,2,I can help you with that. Would you prefer a guest house or hotel?,I think I need it to be in the centre. I probably prefer a hotel if possible.,,,initial,
mw22_SSNG0130.json_4,SSNG0130.json,4,"I was able to book you at thanh binh, your reference number is H0K8XFPQ .",Ok great thank you. Have a great day!,,,initial,
mw22_PMUL2228.json_16,PMUL2228.json,16,Sure. What day would you like to go?,The same day.,,,initial,
mw22_MUL0011.json_18,MUL0011.json,18,Non of the hotels were available for 2 nights starting on Friday. Would you prefer another date or area.,Can you book me a room for 1 night instead?,,,initial,
mw22_PMUL2148.json_14,PMUL2148.json,14,"Ok! Their address is 191 Histon Road, Chesterton and the phone number is 01223350688.",Can you book me a table for 6 people at 18:45 on Saturday?,,,initial,
mw22_MUL1400.json_18,MUL1400.json,18,Your welcome. Is there anything else I can do for you today?,"Thats all thank you for your help,goodbye",,,initial,
mw22_PMUL3936.json_8,PMUL3936.json,8,I was able to book your room. Your reference number is W7ML67QB . Can I help you with anything else?,"Yes, I'm also looking for a place called the midsummer house restaurant.",,,initial,
mw22_PMUL4883.json_10,PMUL4883.json,10,I have found 1 hotel that meets your needs. It is Cityroomz. Would you like me to book it for you?,No thank you. I would just like the number and postcode for Cityroomz.,,,initial,
mw22_MUL1231.json_10,MUL1231.json,10,You're booked and the reference number is BQT142V9 . The table will be reserved for 15 minutes. Is there anything else you need?,Thank you and Goodbye,,,initial,
mw22_SNG1313.json_2,SNG1313.json,2,Where would you like to go?,"I would like to depart from Cambridge, and travel to Bishops Stortford.",,,initial,
mw22_PMUL1250.json_6,PMUL1250.json,6,i will recommend TR3842. can we book for you?,what time does it leave?,,,initial,
mw22_SSNG0258.json_2,SSNG0258.json,2,"There are 32 hotels/guesthouses that offer free wifi, do you want to stay on a specific side of town, or a specific amenity you want?",I would like to be in the south and I prefer a guesthouse.,,,initial,
mw22_MUL1319.json_4,MUL1319.json,4,Can I help you with anything else?,"No, thank you!",,,initial,
mw22_PMUL1177.json_10,PMUL1177.json,10,I am sorry none of them are in the south. Something else perhaps?,How about a theater in the south?,,,initial,
mw22_SSNG0174.json_2,SSNG0174.json,2,I have 33 restaurants that meet that criteria. Is there a certain type of food you are looking for?,I want one that serves light bites.,,,initial,
mw22_MUL1274.json_12,MUL1274.json,12,I was able to successfully book you at the CityRoomz. Your reference number is T5TKS4ER . Is there anything else I can help with?,No thank you for all your help.,,,initial,
mw22_SSNG0104.json_4,SSNG0104.json,4,There are nine restaurants available. Do you have a food type preference?,No preference on type.,,,initial,
mw22_PMUL2394.json_10,PMUL2394.json,10,The cambridge corn exchange is a theatre in the centre of town. It's located on Wheeler Street and the phone is 01223357851. Is there anythign else I can do?,"Yes, do you know if there is an entrance free for the Cambridge Corn Exchange?",,,initial,
mw22_SNG0583.json_2,SNG0583.json,2,"Would you like to eat Asian Oriental, Chinese, European, or French?",I think Chinese may have caught my attention.,,,initial,
mw22_PMUL0396.json_12,PMUL0396.json,12,"Ok, I was able to change the booking. Your new reference number is: FLG9ZMC2 . Can I help with anything else?",i am also looking for a place to stay in the centre that offers free wifi.,,,initial,
mw22_PMUL3955.json_4,PMUL3955.json,4,TR5517 will leave at 08:01 and arrive by 09:01. Would you like to book seats?,"That's leaving from Cambridge, right? If so, then yes, book me one seat, and give me the reference number, thanks!",,,initial,
mw22_PMUL3645.json_14,PMUL3645.json,14,"Okay, where is the departure and destination please?",I want to leave the hotel by 3:30 to go to the pool.,,,initial,
mw22_MUL0548.json_6,MUL0548.json,6,The postal code is cb13ef. Would you like for me to get you tickets?,No that's all I needed with that. i also need a train leaving after 12:15 heading to kings lynn.,,,initial,
mw22_PMUL2007.json_10,PMUL2007.json,10,When would you like to depart or arrive by?,I want to leave the college by 17:45.,,,initial,
mw22_SNG0815.json_22,SNG0815.json,22,"I have that all worked out for you, the reference code is MQ7AMF1M . The hotel is the Cabdrife Butterfly.Is there anything else you need?","No, I'm sorry that was so confusing. It appears I have 2 hotels, but that is better than 0. Have a good day. Bye.",,,initial,
mw22_MUL0273.json_14,MUL0273.json,14,Of course! How many tickets would you like?,I only need one ticket for myself.,,,initial,
mw22_PMUL4169.json_14,PMUL4169.json,14,"Yes, I can do that. I just need to know when you want to leave or arrive by, please/",I want to leave the hotel at 22:45.,,,initial,
mw22_MUL0942.json_2,MUL0942.json,2,Of course! It's an expensive Thai restaurant in the centre at 24 Green Street City Centre cb23jx. Their phone is 01223354382. May I help with anything else?,No that was all. Thank you very much.,,,initial,
mw22_MUL2279.json_2,MUL2279.json,2,"We have quite a few, I'm sure we'll be able to get you where you want to go. Where is that, exactly?",I would like to go to leicester and leave on friday.,,,initial,
mw22_PMUL1287.json_10,PMUL1287.json,10,You are welcome. Please comeback if we can do anything more for you!,I will. Thanks again. Good-bye.,,,initial,
mw22_PMUL3127.json_6,PMUL3127.json,6,Your booking was successful. The total fee is 30.72 GBP payable at the station. Your reference number is 4R9DOBKH . Can I help you with anything else?,Yes I need information on whipple museum of the history of science.,,,initial,
mw22_MUL0932.json_14,MUL0932.json,14,At what time would you like the taxi to arrive?,Actually it's from Fitzwilliam Museum to The Varsity Restaurant I want to arrive by the 11:15 booking please.,,,initial,
mw22_MUL0086.json_6,MUL0086.json,6,"Yes, the booking has been completed.",I am also looking for a place to stay. Are there any 5 star hotels that include free parking?,,,initial,
mw22_PMUL2993.json_2,PMUL2993.json,2,it is located in the east and 2 star rated. has both internet and parking. it is expensive. you can reach them on 01223866800.its postal code is cb13Ih located in 15-17 norman way coldharms business park,"I want to book 3 nights there, please.",,,initial,
mw22_SNG01776.json_10,SNG01776.json,10,"Booking was successful for Thursday at 1200hrs , table for 7 at Grafton Hotel restaurant. Your Reference number is KQKTCX5Y . Is there anything else I can help you with?","Nope, that should be everything. Thank you so much for all of your help.",,,initial,
mw22_PMUL2347.json_12,PMUL2347.json,12,"The Broughton House Gallery is a museum in the centre, free entrance, and the address is 98 King St. Anything else I can help you with?",do they have enough parking?,,,initial,
mw22_PMUL3791.json_2,PMUL3791.json,2,There are 18 moderately priced places to stay. Is there an area you'd like to stay in?,"Yeah, I'd like to stay in the center of town. Oh and I'll need free wifi! Thanks.",,,initial,
mw22_SNG1210.json_4,SNG1210.json,4,i recommend broughton house gallery,"That sounds good, what is their phone number?",,,initial,
mw22_MUL0246.json_4,MUL0246.json,4,"I found nine trains leaving stansted airport for cambridge, leaving every hour starting at 15:24. Would you like to book that first train?","I would maybe be interested in booking this train. What is the train id, price per ticket and arrival time?",,,initial,
mw22_PMUL4136.json_14,PMUL4136.json,14,"I'm sorry it looks like there was a typo in the time you'd like to depart, could you confirm your departure time again please?","Sorry, I want to leave after 14:30. Please let me know the time of arrival and travel time.",,,initial,
mw22_PMUL4853.json_12,PMUL4853.json,12,saint catharine's college is a nice college in the centre of town with free admission.,That sounds great. Is there an entrance fee?,,,initial,
mw22_PMUL2475.json_14,PMUL2475.json,14,Yes. Their phone number is 01223367755.,Great I also need a taxi that will leave the attraction by 16:15,,,initial,
mw22_PMUL3984.json_14,PMUL3984.json,14,I have booked you a grey toyota taxi. The phone number to reach them is 07598086239.,"Great, thanks so much!",,,initial,
mw22_PMUL2510.json_6,PMUL2510.json,6,We have 2 hotels and 12 guesthouses across town that fit your price and have parking. Do you prefer a specific type of place or area of town?,The area doesn't matter I prefer a guesthouse. Any one you recommend will be fine.,,,initial,
mw22_PMUL1780.json_2,PMUL1780.json,2,Where do you wish to depart from?,I will be departing from stansted airport and want to leave after 18:15.,,,initial,
mw22_PMUL1579.json_14,PMUL1579.json,14,"Booking was successful, the total fee is 120.96 GBP payable at the station . Reference number is : 4QNVL472 . Can i help with anything else today?","That's all I need for today, thank you!",,,initial,
mw22_MUL2252.json_16,MUL2252.json,16,"I was able to successfully book you at the asbury lodge guesthouse. The reference number is 6LQ4AF7B ., can I assist with anything else?","That is all I need, thank you so much.",,,initial,
mw22_PMUL0799.json_12,PMUL0799.json,12,The address is 14-16 Bridge Street.,"Thanks, I don't need any more help. Have a good day!",,,initial,
mw22_PMUL4604.json_14,PMUL4604.json,14,Booking completed! Booked car type :blue BMW Contact number :07261500533 What else can I do for you today?,"Thank you, That will be all.",,,initial,
mw22_SNG02095.json_2,SNG02095.json,2,I can help with that! What time do you need to leave or arrive by?,I need to leave after 17:00.,,,initial,
mw22_PMUL2190.json_4,PMUL2190.json,4,The only restaurant I have that serves African food is expensive. Would you like to search for something else?,"Could you check a cheap Italian place to eat, in the Centre?",,,initial,
mw22_MUL0648.json_2,MUL0648.json,2,There are 200 trains coming to Cambridge on Sunday. Is there a particular time or departure location you're interested in?,I want to depart from london kings cross after 13:30.,,,initial,
mw22_PMUL1567.json_6,PMUL1567.json,6,"Yes, there is the City Centre North B and B and the Worth House.",Great. Please book it for 8 people and 4 nights starting from Monday.,,,initial,
mw22_MUL2378.json_12,MUL2378.json,12,I have booked a cab to take you to the restaurant when you leave All Saint's Church. The booked car type is a yellow volkswagen. The contact number is 07396045902.,"Thanks so much, that's all I need today!",,,initial,
mw22_PMUL3970.json_6,PMUL3970.json,6,"Yes, the guesthouses all provide free wifi and free parking. Would you like to a book a room at one?","No, but could you give me the postcode?",,,initial,
mw22_PMUL3840.json_10,PMUL3840.json,10,The phone number is 01223300085 and the address is park street. Is there anything else I can help you with?,"Yes please, I'd like to book a taxi between the restaurant and theatre.",,,initial,
mw22_MUL2250.json_6,MUL2250.json,6,The cityroomz is a hotel in the centre part of town with a 0-rating in the moderate price range. Can I reserve a room for you there?,"Yes, I'd like to reserve it for 6 people for 4 nights starting Sunday, please.",,,initial,
mw22_SNG0490.json_2,SNG0490.json,2,The Sala Thong serves Thai food. It is expensive but good. Can I reserve a table for you?,"Yes, that sounds great!",,,initial,
mw22_MUL0054.json_4,MUL0054.json,4,Yes! The Acorn Guest House is very popular. Would you like more information on that hotel?,"Could i get the postcode, please?",,,initial,
mw22_SNG0842.json_6,SNG0842.json,6,Rosa's bed and breakfast is a guesthouse in the south area that meets your preferences. Would you like me to make a reservation for you?,"Yes, that will work.",,,initial,
mw22_MUL1223.json_8,MUL1223.json,8,Excellent. Do you have an idea on the location?,"Any location is fine, but I would prefer something that is in the expensive price range.",,,initial,
mw22_PMUL0280.json_12,PMUL0280.json,12,There are two hotels in the same area as the restaurant and meet your requirements. What is the price range you are looking for?,I am looking for price range that is not cheap or expensive.,,,initial,
mw22_PMUL1812.json_4,PMUL1812.json,4,There is TR9057 Which is at 9.80 pounds and takes 47 minutes. will you book that?,No that won't be necessary. Can you just tell me what the arrival time is?,,,initial,
mw22_PMUL3850.json_4,PMUL3850.json,4,There are quite a few moderately priced restaurants in the city centre. Do you have a cuisine preference?,"I'd prefer something Latin-American, if there's something in the area. Nothing too expensive, but certainly not a fast-food restaurant.",,,initial,
mw22_PMUL1367.json_18,PMUL1367.json,18,"Can I look up any attractions, taxi or anything else for you?","No, that is all I need today. Thank you so much.",,,initial,
mw22_MUL1605.json_4,MUL1605.json,4,I have 4 modern european restaurants in the center of town. I recommend the Riverside Brasserie.,What is the postcode of that resturant?,,,initial,
mw22_PMUL0048.json_6,PMUL0048.json,6,I found three Chinese restaurants that meet your requests. Would you like for me to book a table at one of them?,"Yes, what are my three choices before we make a reservation?",,,initial,
mw22_MUL0319.json_2,MUL0319.json,2,"I have three restaurants that meet your criteria - Restaurant Alimentum, De Luca Cucina and Bar, and Riverside Brasserie. Would you like to book a table at one of these?","Sure, you can choose. As long it's in the moderate price range and serves modern European food, can you tell me what area it is in please?",,,initial,
mw22_PMUL3731.json_2,PMUL3731.json,2,"Sure, there are two in the centre of town. I prefer Anatolia, located at 30 Bridge Street, City Centre.",I want to book a table for 3 people at 13:00 on wednesday will you do that ?,,,initial,
mw22_PMUL1663.json_4,PMUL1663.json,4,"sure, what would you like to know?","I need the price range, area, and star of the hotel.",,,initial,
mw22_PMUL4618.json_6,PMUL4618.json,6,"Ok, you're all set, the table will be reserved for 15 minutes and your reference number is : 48QP48K1 . Can I help you with anything else?",Thanks for handling the restaurant. I will have time to check out the town. Do you have multiple sports in the same area as the restaurant?,,,initial,
mw22_SNG0013.json_6,SNG0013.json,6,Is there anything else I can do for you?,"No, thank you, I am all set.",,,initial,
