instance_id,dialogue_id,turn_id,system_context,user_utterance,annotator_id,annotation_pass,source_annotator_id,label,notes,workbook
mw22_PMUL1746.json_6,PMUL1746.json,6,"Acorn guest house , the phone number is 01223353888.","Thanks, I also need to train form broxbourne to cambridge on sunday.",adesanym,initial,,INFORM_CONSTRAINT,Ambiguous mixed intent; selected INFORM_CONSTRAINT via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_PMUL2719.json_8,PMUL2719.json,8,"Booking was successful, your reference number is : LD7UDV9Z . Do you need any further assistance today?","Yes, one more thing. We need a taxi that will take us from Clare Hall to our guesthouse.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_MUL0121.json_6,MUL0121.json,6,There are a few cheap restaurants in the center of the city. Would you like Asian Oriental or Chinese food?,I would like Chinese food.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL4570.json_2,PMUL4570.json,2,The earliest train on Saturday leaves at 5:21. When would you like to depart?,"Much later, I can't leave any earlier than 16:15.",adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_PMUL3983.json_2,PMUL3983.json,2,We have a lot of those! Anything specific you need or just a recommendation?,"Nothing specific. Can you make a recommendation and give me their address, postcode, and entrance fee?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL1899.json_12,PMUL1899.json,12,Rosa's Bed and breakfast is a 4 star guesthouse in the South part of town in the cheap price range including free Internet and parking.,Thank you. What is the postcode?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL4718.json_12,PMUL4718.json,12,Would you like me to book you a room?,yes for 2 nights starting thursday,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL1400.json_18,MUL1400.json,18,Your welcome. Is there anything else I can do for you today?,"Thats all thank you for your help,goodbye",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL2831.json_12,PMUL2831.json,12,The phone I have listed is 01223332360. Can I hlep with anything else today?,"Um, how about the address too please?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3515.json_6,PMUL3515.json,6,"Booking was successful, the total fee is 102.4 GBP payable at the station . Reference number is : AIM1QZ4C .",Thank you! I also am looking for a place to eat at in the west area. I would prefer a nice expensive one.,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT, SOCIAL.",adesanym_annotation.xlsx
mw22_PMUL4483.json_24,PMUL4483.json,24,"I was able to book your taxi. Be expecting a red Volkswagen. If you need to reach them, please call 07766667494.",thanks you very much,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL2252.json_14,MUL2252.json,14,"Okay, how long would you like to stay?",I'd like to check in on Friday for 4 nights. Book it for 5 people.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_SNG01581.json_8,SNG01581.json,8,I need a taxi to take me from Don Pasquale pizzeria to Cambridge museum of technology at 03:45.,I'm sorry my taxi has already been booked. Thank you for your help.,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, SOCIAL.",adesanym_annotation.xlsx
mw22_PMUL3862.json_20,PMUL3862.json,20,Thank you for using our service!,Thank you for the help!,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL2507.json_2,MUL2507.json,2,"I sure can. They are a museum located in the eat. They offer free admission. They are located at Fulbourn, postcode cb15dh. Their phone number is 01223295264. Is there anything else?",can you tell me how much the entrance fee is?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_SNG01776.json_10,SNG01776.json,10,"Booking was successful for Thursday at 1200hrs , table for 7 at Grafton Hotel restaurant. Your Reference number is KQKTCX5Y . Is there anything else I can help you with?","Nope, that should be everything. Thank you so much for all of your help.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL2692.json_2,PMUL2692.json,2,"Okay, I found some options to fit your needs on the North side of town and on the east side. Do you have a preference for which area?","No, I'm going to have my car with me so I can get to any part of town. But now that I think of it, I'd like to have free parking.",adesanym,initial,,INFORM_CONSTRAINT,Ambiguous mixed intent; selected INFORM_CONSTRAINT via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_PMUL0714.json_10,PMUL0714.json,10,"Sure, the address is Cambridge City Football Club Milton Road Chesterton cb41uy. And just to confirm, you wanted to book 1 ticket for that train?",What about the phone number?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL2817.json_6,PMUL2817.json,6,The phone number is 01223307402.,Thanks so much. I am also wanting to see if you can help me find a cheap room to stay in.,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_MUL0912.json_8,MUL0912.json,8,The entrance fee isn't shown. The phone number for Nusha is 01223902158. Is there anything else I can do for you?,"Yes, can you please find me a good Indian restaurant in the same area as the attraction? Money is no object.",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL1311.json_4,PMUL1311.json,4,"There are several Churches, Architecture attractions. Would you like one of them?",Pick one of the best churches for me and let me know the entrance fee please.,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3114.json_14,PMUL3114.json,14,Sure! What will be you departing and arriving destinations?,From the cambridge belfry to chiquito restaurant bar. We won't be fit to drive!,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3383.json_12,PMUL3383.json,12,Alright you are booked and good to go! Here is your reference number V84DYHI3 . Is their anything else I can help you with?,Thank you that will be all I need today?,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL1826.json_18,PMUL1826.json,18,their phone number is 01223353888. would you like me to book it for you?,"No, thank you. I'd just like to have the information for now.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL1664.json_10,MUL1664.json,10,"Ok, I have successfully booked a seat on TR6332. The cost will be 16.6 GBP and your reference number is QQ53PXEI .","I'm sorry, I said I needed a seat for me, but I actually need 7 seats total. My friends would not be happy if I stranded them.",adesanym,initial,,CORRECT_CLARIFY,,adesanym_annotation.xlsx
mw22_PMUL3908.json_10,PMUL3908.json,10,Where will you be departing from?,I will be departing from London Kings Cross.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL3008.json_14,PMUL3008.json,14,TR0315 arrives at 13:51. is that fine with you?,what is its departure time?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL1342.json_18,PMUL1342.json,18,"I don't have any information about their entrance fees, but you can call them at 01223576412 for more information.",That will be all for today. Thanks. Goodbye,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SSNG0314.json_4,SSNG0314.json,4,"The Warkworth house is a guesthouse, not a hotel. Is that okay?",Yeah that's okay. Please book it for 2 people and 3 nights starting Sunday.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL4108.json_8,PMUL4108.json,8,The address is 64 Cherry Hinton Road Cherry Hinton.,"Thanks, I'm all set now. Take care!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SNG0880.json_2,SNG0880.json,2,I can help. We have 18 moderately priced hotels. Do you have any additional preferences?,I prefer the south part of town if you have anything.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL0557.json_6,MUL0557.json,6,There are 21 trains heading to stevenage what town will you be departing from?,I will be departing from 3 towns over.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_SSNG0339.json_6,SSNG0339.json,6,I apologize the booking was unsuccessful. Would you be interested in another hotel?,Can you check for a different hotel in the same pricerange?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL1342.json_14,MUL1342.json,14,I have 2 hotels in the moderate price range and one in the expensive price range. Which would you like information on?,"I'll go with the expensive one. Can you book me a room for 8 people, 2 nights on Sunday please?",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL0052.json_14,MUL0052.json,14,Certainly! The address for the Charlie Chan is Regent Street City Centre. Would you like me to book a reservation?,"No, thank you. That's all I needed today.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL0204.json_2,MUL0204.json,2,"Hi there, let's start with the train arrival, where would you be travelling from?",I am looking for a train that will depart from Norwich on Sunday,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL0721.json_6,PMUL0721.json,6,I have 5 would you like m to recommend one?,"Yes, that would be great!",adesanym,initial,,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_MUL2344.json_12,MUL2344.json,12,Is there anything else I can be of help with today?,No that is all. Goodbye,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SNG0583.json_2,SNG0583.json,2,"Would you like to eat Asian Oriental, Chinese, European, or French?",I think Chinese may have caught my attention.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL1099.json_8,MUL1099.json,8,I'm happy to help. Where in the city would you like your hotel to be located?,I'd like a room in the north please,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_WOZ20463.json_4,WOZ20463.json,4,"I am sorry, there is no such restaurant match your request. Would you prefer another area or another type of food?",How about Chinese food on the east part of town?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_PMUL1937.json_14,PMUL1937.json,14,Do you need anything else?,"I'm good, that's all I needed, Thanks!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SSNG0074.json_4,SSNG0074.json,4,I have found a few British restaurants in your price range. Do you want a specific part of town?,"No, could you recommend me a place? I'm looking for to book a table for 2 on Thursday at 11:30.",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_SNG0610.json_6,SNG0610.json,6,Yes indeed. I can make a reservation if you'd like.,What is their address?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL2564.json_4,MUL2564.json,4,"Yes, there is 1 museum in that location. It is called Byard Art Museum. Would you like more information?",Sure. What is the entrance fee and phone number?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL1725.json_4,PMUL1725.json,4,"No, they are both hotel types.",I really need a guesthouse can you find one for me please?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3861.json_10,PMUL3861.json,10,"We have 9 choices in the centre, any preference on price range?",Yes please; I'd greatly prefer the moderate price range as I'm on a bit of a budget.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_PMUL1928.json_8,PMUL1928.json,8,Reference number is : Z9RFJQ4W . Anything else you need?,Yes I am looking for a Train that departs from Cambridge and arrives at Birmingham New Street.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL2418.json_2,MUL2418.json,2,I'd be happy to help you with all things Cambridge. What can I help you find today?,"I'd like to find a restaurant called Cotto, please.",adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_WOZ20046.json_6,WOZ20046.json,6,There is a Korean restaurant in the expensive price range in the centre area of town. Would you like their information?,"Yes, I would like their address please.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_PMUL2765.json_4,PMUL2765.json,4,"Yes, the Autumn House has free parking! Would you like to make a reservation?","Yes, can you please and send me the reference number?",adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL3984.json_14,PMUL3984.json,14,I have booked you a grey toyota taxi. The phone number to reach them is 07598086239.,"Great, thanks so much!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL2890.json_18,PMUL2890.json,18,The phone number is 01223420060.,I also need a taxi between the two places.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL2394.json_14,MUL2394.json,14,"Okay, what time would you like to depart or arrive?",I would like the taxi arrives at the restaurant by 13:30. Also could you provide me with the phone number for Castle Galleries?,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL4668.json_8,PMUL4668.json,8,In what area would you like the museum to be?,"In the west please, I am open to suggestions just let me know what the postcode, entrance fee a number are.",adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL0601.json_10,MUL0601.json,10,All booked! Your reference number is 4EMWSAP1 .,"Alright, that's everything! Thank you very much.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL0596.json_6,PMUL0596.json,6,Are you sure there is nothing else I can help you with today?,"actually, i want chinese food.",adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_PMUL4080.json_10,PMUL4080.json,10,"Your stay at the University Arms Hotel has been booked for 3 nights starting Sunday, for 2 people. Your confirmation code is FU4Z3J7P .","Thank you, that will be all.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL2084.json_14,PMUL2084.json,14,what time would you like?,I need to be at the restaurant at 11:30.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL3117.json_6,PMUL3117.json,6,My records show that train TR5695 leaves cambridge 05:21 and arrives at stevenage at 06:10. Does this work for you?,What is the price on that train?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL3054.json_8,PMUL3054.json,8,Okay how about the TR4078 it arrives by 15:07.,Perfect. I will need tickets for 6 people. Please provide the reference number.,adesanym,initial,,REQUEST,Ambiguous mixed intent; selected REQUEST via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL2527.json_2,PMUL2527.json,2,"Sure, do you want to be in a certain area?","I don't have a preference. I do need the area, address and postcode.",adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL1284.json_4,MUL1284.json,4,"I found cheap guesthouses, is guesthouse what you are looking for?","I'd prefer a hotel, rather than a guesthouse.",adesanym,initial,,CORRECT_CLARIFY,,adesanym_annotation.xlsx
mw22_PMUL1833.json_16,PMUL1833.json,16,I have train TR0256 leaving at 5:16 and arriving at 6:35.,That will be great. Can you book me 8 tickets please?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_PMUL0719.json_12,PMUL0719.json,12,The Ugly Duckling is located at 12 St. Johns Street City Centre and their postcode is cb21tw. Can I assist you with anything further?,"Thank you. I also want a train for friday, from broxbourne to cambridge",adesanym,initial,,INFORM_CONSTRAINT,Ambiguous mixed intent; selected INFORM_CONSTRAINT via tie break order. Also considered: SOCIAL.,adesanym_annotation.xlsx
mw22_PMUL1950.json_8,PMUL1950.json,8,I also need to know how many people will be staying?,I will have a party of 4 people.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL3715.json_8,PMUL3715.json,8,Train TR5921 departs from stansted airport at 18:24 and arrives at cambridge at 19:30 on friday. Is there anything else I can help you with?,That will work. Please book 8 tickets. I'll also need a reference number.,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, INFORM_CONSTRAINT.",adesanym_annotation.xlsx
mw22_SNG0627.json_4,SNG0627.json,4,"You can choose between Mexican, Italian, Indian, and Chinese.","I would like Mexican, I would need a table for 6 at 16:00 on Monday",adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_WOZ20167.json_6,WOZ20167.json,6,Cocum's address is 71 Castle Street City Centre. Is there anything else I can help you with today?,"No, thank you. Goodbye.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL0809.json_12,PMUL0809.json,12,"Actually, tandoori palace is in the expensive price range. The only moderately priced indian restaurant in the west is meghna.","I'd like a booking for Meghna for 5 people at 10:45 on the same day, please. And include the reference number.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL2203.json_16,MUL2203.json,16,"Yes, TR9629 leaves on Friday. Can I help you with anything else?","Nope, that was everything, thank you very much!",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_MUL1529.json_2,MUL1529.json,2,I can help with that. What are your departure and destination choices?,Cmabridge to Norwich.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL1567.json_6,PMUL1567.json,6,"Yes, there is the City Centre North B and B and the Worth House.",Great. Please book it for 8 people and 4 nights starting from Monday.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL3874.json_8,PMUL3874.json,8,the cambridge belfry is in the cheap prise range would you like a booking?,Yes please.,adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST.,adesanym_annotation.xlsx
mw22_PMUL2605.json_2,PMUL2605.json,2,There are 33 hotels in cambridge. Do you know the name?,Yes it is the carolina bed and breakfast.,adesanym,initial,,CONFIRM_ACCEPT,,adesanym_annotation.xlsx
mw22_MUL2543.json_2,MUL2543.json,2,There is one multiple sports attraction in Cambridge and it is in the east area: The cherry hinton village centre.,"Bummer, are there any nightclubs in the city centre instead?",adesanym,initial,,CORRECT_CLARIFY,,adesanym_annotation.xlsx
mw22_PMUL0139.json_10,PMUL0139.json,10,"Great, I have booked a room at this hotel to your required specifications. Your booking was successful and your reference number is 468MRI75 .",I would also like some Italian food in the area.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL4443.json_6,PMUL4443.json,6,Sure! it's an indian restaurant located in the east. Do you want a reservation?,"Yes please 6 people, at 14:45 on Thursday.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_MUL0772.json_12,MUL0772.json,12,"I have you booked at the Express by Holiday Inn, three people for four nights starting on Monday. Your reference number is XPFOA5KT . Is there anything else you need?",That is all thank you goodbye.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL4169.json_14,PMUL4169.json,14,"Yes, I can do that. I just need to know when you want to leave or arrive by, please/",I want to leave the hotel at 22:45.,adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_PMUL3204.json_16,PMUL3204.json,16,Thanks for using this service! have a nice day.,"ok thanks, byeeee",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_PMUL1090.json_8,PMUL1090.json,8,TR0397 will leave at 15:17 and arrive at 16:08. Would you be interested in booking this train?,"Yes, that would be fine. I need to make the booking for 8 people, please.",adesanym,initial,,CONFIRM_ACCEPT,Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: INFORM_CONSTRAINT.,adesanym_annotation.xlsx
mw22_PMUL3170.json_10,PMUL3170.json,10,Absolutely. The TR5365 costs 10.10 pounds and has a travel time of 28 minutes. What else can I do for you?,I also need a place to eat.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_PMUL2533.json_4,PMUL2533.json,4,alexander bed and breakfast is located in the centre and finches bed and breakfast is located in the west. both are cheap guesthouses with internet.,Please book Alexander Bed and Breakfast for 4 people and 5 nights starting on Tuesday.,adesanym,initial,,CONFIRM_ACCEPT,"Ambiguous mixed intent; selected CONFIRM_ACCEPT via tie break order. Also considered: REQUEST, INFORM_CONSTRAINT.",adesanym_annotation.xlsx
mw22_WOZ20361.json_8,WOZ20361.json,8,Their phone number is 01223 577786. Do you need their address also?,"no, thank you. Goodbye.",adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
mw22_SNG0082.json_4,SNG0082.json,4,"Alright, and what is your destination?",I am headed to curry prince.,adesanym,initial,,CORRECT_CLARIFY,Ambiguous mixed intent; selected CORRECT_CLARIFY via tie break order. Also considered: CONFIRM_ACCEPT.,adesanym_annotation.xlsx
mw22_MUL2538.json_2,MUL2538.json,2,I am showing a listing of 23 different museums in various areas of cambridge. Do you have a specific area you would like to visit?,Any area is fine. Do you have a favorite? Maybe we can check that one out. Which one do you like?,adesanym,initial,,REQUEST,,adesanym_annotation.xlsx
mw22_MUL0485.json_8,MUL0485.json,8,"There are a lot of trains then, can you tell me where you are departing from and how many tickets you need?",I will be departing from Bishops Stortford on Sunday.,adesanym,initial,,INFORM_CONSTRAINT,,adesanym_annotation.xlsx
mw22_SNG01938.json_4,SNG01938.json,4,"I've successfully booked your room for Friday, 1 person, staying 3 days. Your reference number is: F2X024Q6",Thank you so much for your help today.,adesanym,initial,,SOCIAL,,adesanym_annotation.xlsx
